listing_id,repay_amt,repay_date
5440863,107.0008,2019-04-09
5443113,107.0008,2019-04-08
5418034,540.7807,2019-04-06
5296739,1889.1095,2019-03-03
5434185,290.1735,2019-04-09
5323592,1024.3429,2019-03-11
5372579,104.0402,2019-03-22
5362871,133.766,2019-03-18
5390212,140.9693,2019-03-28
5455496,176.7027,2019-04-15
5445342,205.5094,2019-04-14
5396990,212.2816,2019-03-28
5295125,107.1232,2019-02-28
5311464,146.2316,2019-03-07
5317600,1315.7422,2019-03-10
5434495,290.1735,2019-04-11
5320767,279.3093,2019-03-09
5329175,195.7454,2019-03-10
5355708,927.3409,2019-03-20
5481085,212.3032,2019-04-27
5412957,290.4309,2019-04-04
5482681,1035.0967,2019-04-30
5439700,215.6999,2019-04-14
5401065,171.5055,2019-03-29
5283002,671.297,2019-02-28
5342735,1274.0625,2019-03-17
5329433,761.5179,2019-03-08
5333941,537.3164,2019-03-11
5445685,72.0278,2019-04-10
5386202,383.0054,2019-03-26
5453832,124.6196,2019-04-17
5418165,163.0489,2019-04-06
5387714,212.2164,2019-03-27
5481738,290.4309,2019-04-22
5319358,154.5358,2019-03-09
5306441,233.005,2019-03-06
5363242,101.3441,2019-03-14
5338499,266.7175,2019-03-13
5417241,54.5699,2019-04-03
5443186,588.7993,2019-04-14
5413882,109.7567,2019-03-31
5409467,439.8922,2019-04-04
5475015,1631.9014,2019-04-26
5471915,290.4309,2019-04-23
5304676,97.3003,2019-02-25
5313786,2474.0362,2019-03-09
5437021,606.3383,2019-04-14
5371645,133.766,2019-03-22
5406624,101.3441,2019-03-30
5444649,835.6259,2019-04-15
5452267,157.6465,2019-04-14
5375582,72.0278,2019-03-12
5401183,258.3857,2019-03-24
5426353,72.0278,2019-04-06
5289071,107.1232,2019-02-26
5397366,133.766,2019-04-02
5376481,275.1451,2019-03-24
5440460,383.0054,2019-04-11
5388013,258.3857,2019-03-23
5433593,117.7598,2019-04-07
5360918,286.4113,2019-03-12
5370704,320.2693,2019-03-23
5375686,249.6687,2019-03-25
5472497,847.5146,2019-04-24
5416943,482.353,2019-04-05
5406772,242.5331,2019-04-03
5459653,258.3857,2019-04-19
5287696,132.6287,2019-02-27
5291357,384.2833,2019-02-26
5344500,158.5127,2019-03-11
5462768,158.9186,2019-04-18
5291992,1610.6447,2019-02-26
5475151,163.0489,2019-04-26
5435113,465.3686,2019-04-12
5396844,147.93200000000004,2019-03-29
5320741,566.0844,2019-03-09
5318081,121.3392,2019-03-07
5354975,198.7159,2019-03-16
5464407,399.3134,2019-04-22
5463037,270.962,2019-04-17
5411031,1878.4597,2019-04-05
5452415,1076.8022,2019-04-19
5419047,1035.8295,2019-04-07
5358311,195.5042,2019-03-16
5328591,1063.2149,2019-03-12
5421671,110.3976,2019-04-06
5478424,108.699,2019-04-24
5411205,259.8592,2019-03-29
5479202,337.9866,2019-04-25
5325455,72.1167,2019-03-07
5425738,225.8905,2019-04-08
5440850,1264.4895,2019-04-15
5365101,681.0689,2019-03-21
5374462,133.766,2019-03-19
5353333,171.4949,2019-03-17
5365548,202.364,2019-03-21
5441151,383.8442,2019-04-12
5411582,568.9728,2019-04-04
5382882,383.8442,2019-03-25
5379415,168.4249,2019-03-25
5329484,330.7413,2019-03-09
5430281,54.5699,2019-04-05
5461709,497.6389,2019-04-18
5345266,329.6765,2019-03-16
5283845,146.5229,2019-02-28
5356562,394.2374,2019-03-18
5433879,145.19899999999996,2019-04-09
5333590,996.5876,2019-03-12
5389044,383.0054,2019-03-26
5302293,161.4041,2019-02-28
5332590,181.9394,2019-03-11
5430112,383.8442,2019-04-09
5465223,479.8691,2019-04-23
5381174,458.4631,2019-03-26
5426649,64.098,2019-03-31
5437129,130.9283,2019-04-10
5462408,992.3841,2019-04-19
5419361,290.1735,2019-04-06
5292014,106.458,2019-02-27
5440019,884.8801,2019-04-12
5401509,124.1269,2019-04-01
5483704,508.7683,2019-04-29
5389563,158.9186,2019-03-25
5285214,296.4799,2019-02-28
5327662,133.9311,2019-03-09
5439149,237.7796,2019-04-13
5456227,2408.9325,2019-04-19
5466775,847.5146,2019-04-24
5287912,1169.3561,2019-03-02
5455277,72.0278,2019-04-14
5423969,977.9282,2019-04-06
5429504,940.9282,2019-04-11
5397411,146.3423,2019-04-02
5333429,520.8431,2019-03-13
5458989,133.766,2019-04-14
5470587,118.8896,2019-04-21
5344441,167.1746,2019-03-15
5462448,198.7159,2019-04-20
5324202,734.904,2019-03-08
5410274,254.9558,2019-04-05
5432585,273.4465,2019-04-08
5392405,273.4465,2019-04-01
5364381,212.3032,2019-03-20
5399938,346.4790000000001,2019-03-31
5369748,307.5476,2019-03-23
5441955,138.3392,2019-04-11
5434680,597.8459,2019-04-08
5315595,212.2816,2019-03-04
5479836,107.0008,2019-04-21
5378394,1435.4285,2019-03-23
5372672,761.5179,2019-03-19
5291082,233.5209,2019-03-01
5379882,340.7033,2019-03-21
5426684,1126.9128,2019-04-04
5302000,96.1556,2019-03-03
5479590,258.3857,2019-04-25
5334606,184.2983,2019-03-12
5363603,117.1914,2019-03-21
5481889,125.6834,2019-04-27
5472881,80.0309,2019-04-25
5406221,166.3084,2019-04-02
5482442,320.1239,2019-04-24
5483776,755.7996,2019-04-30
5285900,236.3512,2019-02-27
5441042,242.5331,2019-04-13
5410806,263.5459,2019-04-05
5399848,107.0008,2019-03-26
5440806,73.6261,2019-04-06
5403196,217.3985,2019-03-27
5312296,180.239,2019-03-07
5433175,72.0278,2019-04-08
5312840,148.8123,2019-03-04
5363928,383.0054,2019-03-20
5421724,735.4185,2019-04-07
5342777,1330.1533,2019-03-17
5420455,198.7159,2019-04-06
5442606,288.7324,2019-04-14
5441454,118.6679,2019-04-12
5291029,89.2874,2019-02-23
5356530,303.2595,2019-03-18
5448226,192.2941,2019-04-15
5310406,171.7372,2019-03-07
5396147,107.0008,2019-03-26
5309745,634.1695,2019-03-04
5480167,107.0008,2019-04-26
5382264,270.962,2019-03-21
5394369,189.7877,2019-03-27
5444885,140.9693,2019-04-13
5399694,234.3828,2019-04-01
5298347,249.4626,2019-03-03
5379457,148.1184,2019-03-25
5353846,721.8312,2019-03-16
5424878,62.3656,2019-04-07
5292314,386.912,2019-03-02
5344409,340.4125,2019-03-15
5483235,133.766,2019-04-27
5420513,205.2869,2019-04-07
5384577,472.1827,2019-03-26
5447335,405.9238,2019-04-15
5472076,101.3441,2019-04-16
5422220,383.8442,2019-04-03
5372294,761.5179,2019-03-23
5439691,445.8869,2019-04-13
5422965,383.8442,2019-04-07
5333858,448.8973,2019-03-13
5333593,216.3502,2019-03-08
5410106,249.3465,2019-03-31
5291506,89.0122,2019-02-27
5386591,304.0182,2019-03-26
5440114,200.4141,2019-04-07
5421970,72.0278,2019-03-30
5328168,74.4061,2019-03-11
5390989,188.6444,2019-03-26
5329962,296.4799,2019-03-11
5483988,385.4544,2019-04-27
5351399,607.0315,2019-03-19
5388450,113.1866,2019-03-27
5363515,259.8592,2019-03-21
5484333,101.3441,2019-04-27
5470302,266.6527,2019-04-22
5467267,69.2951,2019-04-23
5382602,133.766,2019-03-22
5404631,54.5699,2019-03-30
5457284,127.3298,2019-04-18
5409661,133.766,2019-03-24
5311431,144.5313,2019-02-24
5338701,166.6361,2019-03-13
5426077,258.3857,2019-04-05
5382339,107.0008,2019-03-22
5332395,297.5645,2019-03-13
5407190,209.6179,2019-03-31
5444390,811.8477,2019-04-16
5357450,538.4011,2019-03-20
5402585,258.3857,2019-03-31
5484331,133.766,2019-04-22
5408167,1438.7411,2019-04-03
5393122,107.0008,2019-03-23
5387713,130.9283,2019-03-26
5402827,633.388,2019-04-01
5459033,198.7159,2019-04-18
5479213,107.0008,2019-04-23
5413028,704.8468,2019-04-03
5442006,133.766,2019-04-12
5343091,297.6246,2019-03-13
5410447,568.9728,2019-04-01
5464282,305.7167,2019-04-23
5480400,568.9728,2019-04-23
5433813,1158.1626,2019-04-11
5377440,1852.1455,2019-03-25
5418215,840.7211,2019-04-06
5475086,90.7575,2019-04-24
5335904,198.9431,2019-03-10
5351232,383.0054,2019-03-18
5439005,101.3441,2019-04-07
5283962,446.437,2019-02-26
5356295,94.8938,2019-03-16
5366229,133.766,2019-03-18
5482468,64.098,2019-04-24
5395102,755.7996,2019-03-31
5388257,910.3654,2019-03-28
5382837,258.3857,2019-03-22
5413872,536.1714,2019-04-05
5410818,134.1754,2019-04-01
5376219,290.4309,2019-03-24
5379103,568.9728,2019-03-26
5369513,209.4404,2019-03-21
5469622,420.7343,2019-04-23
5383158,290.763,2019-03-26
5403932,74.1767,2019-04-02
5410613,151.1598,2019-04-02
5390637,260.6723,2019-03-23
5290069,300.9652,2019-03-02
5479160,122.2867,2019-04-19
5444355,174.9377,2019-04-10
5467742,113.7943,2019-04-21
5433620,72.0278,2019-04-01
5380307,383.0054,2019-03-26
5386983,195.5042,2019-03-25
5369765,236.081,2019-03-20
5372818,1153.2314,2019-03-23
5420440,383.8442,2019-04-02
5330040,756.664,2019-03-11
5482002,672.5769,2019-04-29
5462857,948.9387,2019-04-19
5448585,133.766,2019-04-15
5452203,290.1735,2019-04-17
5360103,595.6591,2019-03-19
5322150,108.8235,2019-03-10
5397235,137.5725,2019-03-31
5341802,121.3392,2019-03-14
5377193,258.3857,2019-03-24
5312545,144.5313,2019-03-09
5408196,432.2286,2019-04-04
5408881,115.2032,2019-04-02
5326524,258.7045,2019-03-07
5483311,383.0054,2019-04-25
5379455,147.2522,2019-03-22
5318918,96.1556,2019-03-08
5331086,356.6695,2019-03-11
5301236,238.0516,2019-03-01
5291249,418.9639,2019-02-27
5367490,346.4790000000001,2019-03-20
5462908,220.7952,2019-04-18
5419249,446.6861,2019-04-08
5347415,198.9431,2019-03-16
5436837,923.7861,2019-04-12
5436836,1229.6606,2019-04-13
5396709,123.4763,2019-03-31
5393136,189.7877,2019-03-26
5422264,82.3175,2019-04-03
5288415,2794.2378,2019-03-02
5323734,323.953,2019-03-11
5465136,198.7159,2019-04-18
5460717,,
5407789,207.2079,2019-04-03
5388726,1128.7992,2019-03-28
5446405,290.4309,2019-04-13
5320520,72.1167,2019-03-03
5352467,761.5179,2019-03-16
5455055,198.7159,2019-04-13
5446524,84.6041,2019-04-13
5365954,965.1715,2019-03-20
5469742,574.068,2019-04-23
5343267,374.081,2019-03-17
5352778,755.7996,2019-03-19
5469959,2552.7352,2019-04-25
5473538,163.0489,2019-04-25
5463251,1521.7901,2019-04-22
5422894,74.3144,2019-04-07
5469600,815.1727,2019-04-21
5469883,391.0085,2019-04-21
5433901,414.4158,2019-04-12
5462881,171.4949,2019-04-18
5367361,270.962,2019-03-23
5455517,155.4887,2019-04-15
5375729,258.3857,2019-03-23
5434234,942.0041,2019-04-12
5315077,383.4779,2019-03-09
5316391,258.7045,2019-03-03
5363684,158.9186,2019-03-20
5392815,120.0464,2019-03-24
5323940,204.0442,2019-03-10
5429712,94.4146,2019-04-01
5433412,635.2114,2019-04-11
5448903,674.2751,2019-04-14
5464265,258.3857,2019-04-20
5334652,180.033,2019-03-12
5307177,384.2833,2019-03-06
5399226,256.4622,2019-04-01
5459364,521.3446,2019-04-20
5463969,518.6124,2019-04-22
5344216,151.1017,2019-03-15
5373943,233.2331,2019-03-21
5287090,107.1232,2019-02-20
5438265,441.7567,2019-04-14
5462798,97.1804,2019-04-18
5302489,198.9431,2019-03-02
5422955,383.0054,2019-04-09
5478845,258.3857,2019-04-24
5472344,533.9209,2019-04-26
5459216,847.5146,2019-04-20
5405059,439.8922,2019-04-02
5468606,633.388,2019-04-15
5332389,383.4779,2019-03-11
5312529,320.107,2019-03-06
5400538,264.1022,2019-03-29
5437641,72.0278,2019-04-09
5374358,595.6591,2019-03-23
5376979,270.0498,2019-03-24
5466533,279.7792,2019-04-22
5386452,107.4701,2019-03-19
5380798,940.9282,2019-03-26
5381937,360.5416,2019-03-25
5412286,187.6237,2019-04-04
5307229,198.9431,2019-03-05
5338214,116.9375,2019-03-14
5301525,586.3017,2019-02-27
5324587,144.5313,2019-03-07
5465209,290.4309,2019-04-23
5353661,533.9209,2019-03-17
5464562,198.7159,2019-04-18
5408505,78.8232,2019-04-03
5481544,236.081,2019-04-29
5436684,97.1804,2019-04-10
5420626,755.7996,2019-04-03
5419608,241.1763,2019-04-07
5378761,2611.4012,2019-03-22
5398281,308.6909,2019-04-01
5397437,383.0054,2019-04-02
5432104,165.7784,2019-04-09
5368463,1391.3957,2019-03-22
5405863,107.0008,2019-03-27
5336078,129.22799999999998,2019-03-08
5335353,1013.0686,2019-03-14
5383767,139.2707,2019-03-23
5462587,292.1291,2019-04-21
5398476,93.7505,2019-04-01
5443280,198.7159,2019-04-01
5462135,191.9221,2019-04-15
5472540,568.9728,2019-04-23
5405938,109.7567,2019-04-02
5432566,973.1984,2019-04-12
5290051,397.2144,2019-02-28
5310415,72.1167,2019-03-05
5439721,633.388,2019-04-12
5483270,258.3857,2019-04-28
5403323,139.2707,2019-04-01
5444228,940.9282,2019-04-16
5406909,100.478,2019-04-01
5446053,107.4701,2019-04-14
5480126,280.2403,2019-04-27
5474651,243.5228,2019-04-26
5314374,384.2833,2019-03-07
5450923,317.6055,2019-04-17
5353624,258.3857,2019-03-16
5336887,130.9283,2019-03-13
5478592,568.9728,2019-04-22
5428736,479.8691,2019-04-09
5354677,258.3857,2019-03-15
5380553,2120.5849,2019-03-26
5441782,133.766,2019-04-06
5460430,357.1719,2019-04-18
5357342,153.3155,2019-03-16
5302533,241.5338,2019-03-05
5420905,133.766,2019-04-04
5427821,1988.8573,2019-04-09
5300179,129.3522,2019-03-03
5446357,205.2869,2019-04-14
5362477,115.4929,2019-03-18
5341640,190.4412,2019-03-14
5365349,383.0054,2019-03-21
5309344,1479.2322,2019-03-07
5347740,116.7604,2019-03-16
5382772,568.9728,2019-03-26
5368255,123.4763,2019-03-17
5443103,246.2716,2019-04-13
5406335,258.3857,2019-03-31
5473917,290.4309,2019-04-14
5427508,149.7722,2019-04-08
5308904,410.9509,2019-03-04
5368906,102.1022,2019-03-18
5325944,158.1342,2019-03-11
5384148,244.6661,2019-03-25
5315447,153.0331,2019-03-08
5473723,157.9536,2019-04-25
5433376,940.9282,2019-04-11
5346278,147.93200000000004,2019-03-15
5415539,60.6332,2019-04-03
5409427,171.5055,2019-04-04
5334026,101.3441,2019-03-08
5461427,258.3857,2019-04-14
5407813,133.766,2019-03-30
5424487,173.7815,2019-04-07
5443142,146.3423,2019-04-13
5346933,314.7953,2019-03-18
5463768,972.731,2019-04-22
5430148,198.7159,2019-04-01
5306214,383.4779,2019-03-04
5479243,107.0008,2019-04-23
5466381,119.5341,2019-04-23
5470262,365.8559,2019-04-25
5330427,97.3003,2019-03-08
5473075,327.7961,2019-04-25
5459826,273.4465,2019-04-18
5400781,504.4327,2019-04-02
5478336,107.0008,2019-04-24
5302005,290.7564,2019-03-03
5375264,198.7159,2019-03-20
5414843,662.3863,2019-04-07
5426127,140.6258,2019-04-04
5386898,208.0805,2019-03-24
5397402,81.1742,2019-03-30
5302623,258.7045,2019-03-02
5309200,121.3392,2019-03-07
5305806,1112.0410000000004,2019-03-07
5357938,383.0054,2019-03-16
5447737,408.158,2019-04-15
5287583,196.8901,2019-02-24
5458038,66.6966,2019-04-18
5413499,449.5524,2019-04-01
5322294,994.0169,2019-03-02
5448201,538.4011,2019-04-15
5328126,214.0608,2019-03-09
5359903,163.0489,2019-03-19
5308788,1241.269,2019-03-08
5420728,67.5627,2019-04-07
5479982,343.0819,2019-04-27
5423336,290.1735,2019-04-03
5442493,190.2235,2019-04-13
5454469,383.8442,2019-04-18
5446072,88.03399999999998,2019-04-14
5413881,847.5146,2019-04-06
5434994,383.0054,2019-04-12
5482158,107.0008,2019-04-24
5291192,182.0089,2019-03-01
5362046,383.8442,2019-03-18
5482506,72.0278,2019-04-23
5412319,320.4902,2019-04-06
5456275,386.4353,2019-04-19
5361161,121.1897,2019-03-20
5483746,383.8442,2019-04-29
5474759,432.2286,2019-04-26
5465096,373.6536,2019-04-20
5373363,212.2816,2019-03-20
5463497,122.2867,2019-04-20
5447432,263.256,2019-04-15
5330028,82.4191,2019-03-10
5303840,107.1232,2019-02-28
5341047,383.4779,2019-03-11
5292162,550.2902,2019-03-02
5355944,1381.5726,2019-03-20
5483427,242.5331,2019-04-23
5316939,133.9311,2019-03-08
5329819,442.0958,2019-03-13
5430898,320.1239,2019-04-09
5379375,73.6261,2019-03-22
5421839,107.0008,2019-04-02
5481305,198.7159,2019-04-26
5480411,940.9282,2019-04-27
5359366,290.4309,2019-03-17
5319082,383.4779,2019-03-06
5460712,568.9728,2019-04-19
5354824,371.5724,2019-03-18
5471070,755.7996,2019-04-24
5418251,301.434,2019-04-07
5390049,456.8766,2019-03-18
5282931,246.1127,2019-03-01
5449295,309.467,2019-04-11
5459945,69.2951,2019-04-17
5415924,121.1897,2019-04-04
5320668,108.2108,2019-03-10
5357797,220.6568,2019-03-17
5316134,125.8272,2019-03-08
5423506,148.6289,2019-04-05
5413173,190.2235,2019-04-03
5392930,666.5437,2019-03-29
5296685,233.5209,2019-03-03
5460485,958.0058,2019-04-20
5443523,317.8916,2019-04-11
5342723,109.8921,2019-03-15
5332396,91.5768,2019-03-11
5376860,576.0161,2019-03-24
5448707,122.2867,2019-04-10
5481984,621.955,2019-04-29
5414831,290.1735,2019-04-05
5481745,281.9386,2019-04-28
5411249,348.1772,2019-04-06
5474374,569.6234,2019-04-27
5393270,394.2374,2019-03-26
5291956,133.9311,2019-02-26
5465407,115.4732,2019-04-19
5329358,152.2464,2019-03-12
5465613,760.2943,2019-04-17
5444172,568.9728,2019-04-16
5481295,378.7489,2019-04-27
5452373,101.3441,2019-04-16
5306362,120.4003,2019-03-05
5480285,456.8766,2019-04-25
5354797,3719.9837,2019-03-20
5361700,173.2395,2019-03-19
5464612,618.227,2019-04-22
5408935,886.0573,2019-04-03
5292044,263.3216,2019-02-24
5310095,549.2363,2019-03-07
5453415,383.0054,2019-04-19
5407676,198.7159,2019-04-01
5474585,219.5135,2019-04-26
5301597,299.8897,2019-03-01
5394789,200.0774,2019-03-30
5308839,246.5534,2019-03-08
5483923,189.6955,2019-04-27
5283307,489.3971,2019-02-27
5339769,158.1342,2019-03-13
5480834,633.388,2019-04-29
5468036,174.9377,2019-04-23
5433081,1150.2999,2019-04-09
5352265,133.766,2019-03-16
5301325,112.0961,2019-03-04
5445688,75.3585,2019-04-14
5306815,77.957,2019-03-04
5470613,107.0008,2019-04-18
5414981,361.7648,2019-04-04
5451985,687.3883,2019-04-17
5415455,1425.3198,2019-04-04
5477258,383.8442,2019-04-27
5439544,202.1126,2019-04-13
5452510,236.081,2019-04-18
5346995,671.297,2019-03-13
5433475,290.1735,2019-04-10
5311792,201.469,2019-03-06
5299296,1317.7856,2019-03-03
5442311,75.3585,2019-04-13
5316346,151.3328,2019-03-10
5472406,378.7489,2019-04-19
5446944,149.8508,2019-04-12
5369149,230.9465,2019-03-22
5317106,290.1735,2019-03-04
5362089,258.3857,2019-03-20
5447260,509.3195,2019-04-15
5452906,486.7986,2019-04-14
5333954,358.2943,2019-03-12
5347911,388.3374,2019-03-18
5340781,199.1795,2019-03-15
5445150,193.2176,2019-04-15
5417089,343.0819,2019-03-31
5369861,133.766,2019-03-20
5451551,316.694,2019-04-10
5480160,176.0681,2019-04-27
5451074,1086.9928,2019-04-18
5410271,270.962,2019-04-04
5318683,176.8383,2019-03-09
5363079,383.0054,2019-03-21
5307277,115.625,2019-03-04
5427310,383.0054,2019-04-08
5340927,1742.0571,2019-03-15
5314173,1805.7914,2019-03-06
5330900,496.8042,2019-03-14
5472969,319.3041,2019-04-25
5478216,198.7159,2019-04-26
5304730,144.2334,2019-03-04
5347271,233.5209,2019-03-12
5379269,73.6261,2019-03-20
5418717,77.0908,2019-04-07
5443852,117.1914,2019-04-15
5411508,774.4825,2019-04-06
5464256,137.5725,2019-04-20
5450466,261.8156,2019-04-16
5465689,409.3206,2019-04-23
5290212,320.5188,2019-02-28
5430299,283.5383,2019-04-06
5354058,258.3857,2019-03-17
5418540,290.1735,2019-04-05
5476440,749.0061,2019-04-22
5405744,163.0489,2019-04-02
5424082,633.388,2019-04-09
5483002,546.5657,2019-04-28
5468689,113.4708,2019-04-21
5476540,157.9536,2019-04-26
5376105,903.5627,2019-03-24
5349801,125.9181,2019-03-16
5432012,494.2421,2019-04-12
5468225,290.4309,2019-04-22
5458990,227.8079,2019-04-18
5412328,97.1804,2019-03-27
5481866,258.3857,2019-04-25
5330069,131.6416,2019-03-12
5471016,1718.8075,2019-04-26
5423386,586.5127,2019-04-09
5357859,429.7017,2019-03-13
5441290,795.1621,2019-04-12
5449236,290.1735,2019-04-16
5405716,137.5725,2019-03-31
5420289,195.7588,2019-04-05
5360661,508.7683,2019-03-20
5405836,383.0054,2019-04-04
5409734,811.8477,2019-04-05
5452087,92.6823,2019-04-17
5417789,285.3356,2019-03-30
5410887,760.2943,2019-03-28
5305942,319.6692,2019-03-06
5437738,497.3353,2019-04-13
5446958,273.7593,2019-04-17
5434195,64.098,2019-04-09
5440611,176.7027,2019-04-13
5285513,383.4779,2019-03-01
5405343,284.4899,2019-04-03
5318096,258.7045,2019-03-10
5407732,327.7961,2019-03-29
5329043,101.8792,2019-03-10
5479766,508.7683,2019-04-26
5306285,90.0837,2019-03-05
5287055,697.1285,2019-02-27
5305219,121.3008,2019-03-05
5314903,383.4779,2019-03-06
5387778,148.1184,2019-03-24
5445257,321.0026,2019-04-09
5384284,258.3857,2019-03-25
5449042,682.7675,2019-04-16
5471151,618.9341,2019-04-26
5482542,217.3985,2019-04-25
5452298,54.5699,2019-04-09
5360979,132.6227,2019-03-16
5324354,746.4618,2019-03-12
5432973,426.3049,2019-04-11
5295374,141.1305,2019-02-27
5392063,101.3441,2019-03-29
5308085,168.2724,2019-03-06
5459844,83.1542,2019-04-16
5470064,755.7996,2019-04-21
5368161,1113.5739,2019-03-22
5430469,401.0458,2019-04-09
5409305,59.767,2019-04-02
5432812,1372.0445,2019-04-08
5339795,117.9051,2019-03-14
5444497,755.7996,2019-04-14
5398393,383.0054,2019-03-23
5352899,258.3857,2019-03-11
5424711,347.342,2019-04-08
5449990,258.3857,2019-04-11
5414580,144.366,2019-04-02
5396131,550.2902,2019-04-01
5452030,434.797,2019-04-18
5478159,159.6518,2019-04-28
5459836,72.0278,2019-04-17
5480381,198.7159,2019-04-28
5296891,989.6145,2019-03-04
5332393,571.2104,2019-03-13
5381005,155.0479,2019-03-24
5327867,446.437,2019-03-10
5357355,383.8442,2019-03-16
5390786,633.388,2019-03-25
5297848,195.7588,2019-03-01
5306115,122.4265,2019-03-03
5392573,131.6608,2019-03-30
5361027,137.5725,2019-03-18
5471819,117.1914,2019-04-25
5401672,1278.9152,2019-03-30
5344809,587.6554,2019-03-16
5448068,508.7683,2019-04-16
5407726,198.7159,2019-03-31
5420643,103.9427,2019-04-06
5337156,220.929,2019-03-14
5355763,943.4737,2019-03-17
5461557,1316.2804,2019-04-22
5449260,89.2175,2019-04-16
5356780,133.766,2019-03-17
